age,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
32,No,rarely,research_&_development,2,4,medical,439,1,Female,74,4,2,research_scientist,4.0,Desconocido,5055.0,7,No,16,3,3,0,10,0.0,2,7,7,0,7.0
28,Yes,rarely,research_&_development,2,4,medical,440,1,Male,84,1,1,research_scientist,4.0,married,3464.0,5,Yes,13,3,4,0,5,4.0,2,3,2,2,2.0
36,No,rarely,research_&_development,28,2,medical,441,4,Female,64,3,2,research_scientist,4.0,married,5775.0,1,No,13,3,4,2,11,2.0,3,10,8,1,9.0
31,No,frequently,research_&_development,7,2,life_sciences,442,3,Female,48,2,3,manufacturing_director,3.0,married,8943.0,1,No,24,4,1,1,10,2.0,3,10,9,8,9.0
39,No,frequently,research_&_development,7,2,medical,444,3,Male,54,2,5,manager,4.0,married,19272.0,1,No,15,3,1,1,21,2.0,3,21,9,13,3.0
39,Yes,rarely,sales,3,2,medical,445,4,Female,41,3,2,sales_executive,3.0,married,5238.0,4,Yes,18,3,1,0,12,3.0,2,1,0,0,0.0
33,No,frequently,sales,10,3,marketing,446,2,Male,46,2,2,sales_executive,4.0,single,4682.0,3,No,14,3,3,0,9,6.0,2,7,7,0,1.0
47,No,rarely,research_&_development,5,5,life_sciences,447,4,Male,42,3,5,research_director,3.0,married,18300.0,4,No,11,3,2,1,21,2.0,3,3,2,1,1.0
43,No,frequently,research_&_development,10,4,life_sciences,448,3,Female,82,2,2,laboratory_technician,3.0,divorced,5257.0,1,No,11,3,2,1,9,3.0,4,9,7,0,0.0
27,No,non_travel,sales,1,1,marketing,449,3,Male,73,3,2,sales_executive,2.0,married,6349.0,0,Yes,13,3,4,1,6,0.0,3,5,4,1,4.0
54,No,frequently,research_&_development,20,4,life_sciences,450,4,Female,31,3,2,research_scientist,3.0,single,4869.0,3,No,12,3,4,0,20,4.0,2,4,3,0,3.0
43,No,rarely,research_&_development,7,3,life_sciences,451,3,Female,43,3,3,healthcare_representative,1.0,married,9985.0,8,No,16,3,1,1,10,1.0,2,1,0,0,0.0
45,No,rarely,research_&_development,8,4,other,452,4,Male,75,3,2,research_scientist,4.0,married,3697.0,9,No,14,3,1,2,12,3.0,3,10,9,9,8.0
40,No,rarely,sales,1,2,medical,453,2,Male,57,1,2,sales_executive,4.0,married,7457.0,2,Yes,22,4,3,3,6,2.0,2,4,3,0,2.0
29,Yes,rarely,research_&_development,8,4,other,454,2,Male,77,1,1,laboratory_technician,1.0,Desconocido,2119.0,1,Yes,11,3,4,0,7,4.0,2,7,7,0,7.0
29,No,rarely,research_&_development,9,5,other,455,2,Male,30,2,1,laboratory_technician,4.0,single,3983.0,0,No,17,3,3,0,4,2.0,3,3,2,2,2.0
30,No,rarely,sales,5,3,marketing,456,4,Female,30,2,2,sales_executive,3.0,divorced,6118.0,1,No,13,3,3,3,10,2.0,3,10,9,1,2.0
27,No,rarely,sales,8,4,marketing,458,2,Female,56,3,2,sales_executive,2.0,married,6214.0,1,No,18,3,1,1,8,3.0,3,8,7,0,4.068783068783069
37,No,rarely,research_&_development,5,2,other,460,4,Male,61,3,2,manufacturing_director,4.0,divorced,6347.0,7,No,16,3,3,2,8,2.0,2,6,2,0,4.068783068783069
38,No,rarely,research_&_development,15,2,life_sciences,461,3,Male,92,2,3,research_director,4.0,Desconocido,11510.0,0,Yes,14,3,2,1,12,3.0,3,11,10,2,9.0
31,No,rarely,research_&_development,7,4,medical,462,3,Female,39,3,3,manufacturing_director,4.0,single,7143.0,1,Yes,14,3,3,0,11,2.0,2,11,9,4,4.068783068783069
29,No,rarely,sales,10,1,marketing,463,4,Female,39,2,2,sales_executive,2.0,divorced,8268.0,1,Yes,14,3,1,2,7,2.0,3,7,7,1,7.0
35,No,rarely,research_&_development,5,4,technical_degree,464,3,Male,62,3,3,manufacturing_director,3.0,single,8095.0,0,No,13,3,4,0,17,5.0,3,16,6,0,13.0
23,No,rarely,research_&_development,26,1,life_sciences,465,3,Male,83,3,1,research_scientist,4.0,divorced,2904.0,1,No,12,3,3,2,4,3.0,2,4,2,0,2.0
41,No,rarely,research_&_development,6,3,medical,466,4,Male,95,2,2,manufacturing_director,2.0,single,6032.0,6,Yes,15,3,4,0,8,3.0,3,5,4,1,2.0
47,No,frequently,sales,4,1,medical,467,2,Male,99,3,2,sales_representative,3.0,single,2976.0,3,No,19,3,1,0,5,3.0,3,0,0,0,0.0
42,No,rarely,research_&_development,23,5,life_sciences,468,1,Female,44,3,4,research_director,4.0,single,15992.0,2,No,14,3,2,0,16,2.0,3,1,0,0,4.068783068783069
29,No,non_travel,sales,2,3,life_sciences,469,4,Male,61,3,2,sales_executive,3.0,married,4649.0,1,No,14,3,1,1,4,3.0,2,4,3,0,2.0
42,No,rarely,human_resources,2,1,technical_degree,470,3,Male,52,3,1,human_resources,3.0,divorced,2696.0,0,Yes,11,3,3,1,4,5.0,3,3,2,1,0.0
32,No,rarely,research_&_development,2,3,medical,471,3,Female,75,3,1,laboratory_technician,2.0,married,2370.0,1,No,13,3,3,1,8,4.0,3,8,0,0,7.0
48,No,rarely,sales,29,1,medical,473,1,Female,91,3,3,manager,3.0,married,12504.0,3,No,21,4,2,1,15,3.0,1,0,0,0,0.0
37,No,rarely,research_&_development,6,3,medical,474,3,Male,51,4,2,research_scientist,1.0,divorced,5974.0,4,Yes,13,3,1,2,13,2.0,3,7,7,6,7.0
30,No,non_travel,sales,25,2,technical_degree,475,4,Female,85,3,2,sales_executive,3.0,married,4736.0,7,Yes,12,3,2,1,4,2.0,4,2,2,2,2.0
26,No,rarely,sales,1,3,life_sciences,476,3,Male,57,3,2,sales_executive,3.0,married,5296.0,1,No,17,3,2,1,8,3.0,3,8,7,7,7.0
42,No,rarely,research_&_development,2,4,other,477,1,Male,98,2,2,healthcare_representative,4.0,single,6781.0,3,No,23,4,2,0,14,6.0,3,1,0,0,0.0
21,Yes,frequently,sales,1,1,technical_degree,478,1,Female,99,2,1,sales_representative,2.0,single,2174.0,1,Yes,11,3,3,0,3,3.0,3,3,2,1,2.0
36,No,non_travel,sales,1,5,medical,479,4,Female,45,3,2,sales_executive,4.0,single,6653.0,4,No,15,3,2,0,7,6.0,3,1,0,0,0.0
36,No,frequently,sales,3,4,medical,481,1,Male,48,2,3,sales_executive,4.0,Desconocido,9699.0,4,No,11,3,1,1,16,2.0,3,13,9,1,12.0
57,No,rarely,research_&_development,1,4,medical,482,4,Male,88,3,2,healthcare_representative,3.0,married,6755.0,2,No,11,3,3,0,15,2.0,3,3,2,1,2.0
40,No,rarely,research_&_development,10,4,life_sciences,483,4,Female,46,4,1,laboratory_technician,3.0,Desconocido,2213.0,3,No,13,3,3,1,10,3.0,3,7,7,1,7.0
21,No,non_travel,sales,9,2,medical,484,1,Male,39,3,1,sales_representative,4.0,single,2610.0,1,No,24,4,3,0,3,3.0,2,3,2,2,2.0
33,Yes,rarely,sales,5,3,marketing,485,4,Female,34,3,1,sales_representative,3.0,single,2851.0,1,Yes,13,3,2,0,1,2.0,3,1,0,0,0.0
37,No,rarely,research_&_development,10,3,medical,486,3,Female,98,3,1,laboratory_technician,1.0,married,3452.0,6,No,20,4,2,1,17,3.0,3,5,4,0,3.0
46,No,non_travel,research_&_development,7,4,other,487,3,Female,30,3,2,manufacturing_director,3.0,married,5258.0,2,No,14,3,3,0,7,2.0,4,1,0,0,0.0
41,Yes,frequently,sales,4,3,marketing,488,1,Male,56,3,2,sales_executive,2.0,single,9355.0,1,No,18,3,3,0,8,5.0,3,8,7,7,7.0
50,No,rarely,research_&_development,10,3,technical_degree,491,4,Male,100,2,3,healthcare_representative,4.0,single,10496.0,6,No,15,3,4,0,20,2.0,3,4,3,1,3.0
40,Yes,rarely,sales,22,2,marketing,492,3,Male,68,2,2,sales_executive,3.0,married,6380.0,2,No,12,3,1,2,8,6.0,3,6,4,1,0.0
31,No,rarely,research_&_development,9,4,life_sciences,493,3,Male,42,2,1,research_scientist,2.0,single,2657.0,0,Yes,16,3,4,0,3,5.0,3,2,2,2,2.0
21,Yes,rarely,sales,12,3,life_sciences,494,3,Female,90,4,1,sales_representative,2.0,single,2716.0,1,No,15,3,4,0,1,0.0,3,1,0,0,0.0
29,No,rarely,research_&_development,23,3,life_sciences,495,4,Male,54,3,1,research_scientist,4.0,single,2201.0,9,No,16,3,4,0,6,4.0,3,3,2,1,2.0
35,No,rarely,research_&_development,9,4,life_sciences,496,3,Male,97,2,2,healthcare_representative,2.0,single,6540.0,9,No,19,3,3,0,10,5.0,3,1,1,0,0.0
27,No,rarely,research_&_development,1,2,medical,497,4,Male,82,3,1,laboratory_technician,2.0,divorced,3816.0,1,No,11,3,2,1,5,2.0,3,5,2,0,4.0
28,No,rarely,sales,9,4,life_sciences,498,2,Male,92,3,2,sales_executive,4.0,single,5253.0,1,No,16,3,4,0,7,1.0,3,7,5,0,7.0
49,No,rarely,research_&_development,7,3,other,499,2,Male,31,2,3,healthcare_representative,3.0,single,10965.0,8,No,24,4,3,0,26,2.0,3,5,2,0,0.0
51,No,rarely,sales,14,2,life_sciences,500,3,Female,87,3,2,sales_executive,4.0,married,4936.0,4,No,11,3,3,1,18,2.0,2,7,7,0,4.068783068783069
36,No,rarely,research_&_development,2,3,life_sciences,501,4,Female,96,3,1,research_scientist,3.0,married,2543.0,4,No,13,3,2,1,6,3.0,3,2,2,2,2.0
34,Yes,non_travel,research_&_development,19,3,marketing,502,1,Male,67,4,2,sales_executive,4.0,single,5304.0,8,Yes,13,3,2,0,9,3.0,2,5,2,0,4.0
55,No,rarely,research_&_development,2,3,life_sciences,505,3,Female,97,3,4,manager,4.0,single,16659.0,2,Yes,13,3,3,0,30,2.0,3,5,4,1,4.068783068783069
24,No,rarely,sales,10,4,marketing,507,4,Female,77,3,2,sales_executive,3.0,divorced,4260.0,1,Yes,12,3,4,1,5,2.0,4,5,2,0,3.0
30,No,rarely,sales,2,1,technical_degree,508,3,Male,72,3,1,sales_representative,2.0,married,2476.0,1,No,18,3,1,1,1,3.0,3,1,0,0,0.0
26,Yes,rarely,research_&_development,3,1,technical_degree,510,3,Male,73,3,1,research_scientist,1.0,single,3102.0,0,No,22,4,3,0,7,2.0,3,6,4,0,4.0
22,No,rarely,research_&_development,11,3,medical,511,1,Female,43,3,1,research_scientist,2.0,married,2244.0,1,No,13,3,4,1,2,1.0,3,2,1,1,2.0
36,No,rarely,sales,2,2,medical,513,2,Male,61,2,3,sales_executive,3.0,married,7596.0,1,No,13,3,2,2,10,2.0,3,10,9,9,4.068783068783069
30,Yes,frequently,research_&_development,4,3,technical_degree,514,3,Male,40,3,1,research_scientist,4.0,single,2285.0,9,Yes,23,4,3,0,3,4.0,3,1,0,0,0.0
37,No,rarely,research_&_development,14,3,life_sciences,515,4,Female,95,3,1,laboratory_technician,1.0,divorced,3034.0,1,No,12,3,3,1,18,2.0,2,18,7,12,17.0
40,No,rarely,sales,2,2,marketing,516,4,Female,46,3,2,sales_executive,2.0,divorced,5715.0,7,No,12,3,3,2,8,5.0,3,5,4,1,3.0
42,No,rarely,research_&_development,1,4,life_sciences,517,2,Female,95,3,1,laboratory_technician,1.0,divorced,2576.0,3,No,16,3,2,1,8,5.0,3,5,2,1,2.0
37,No,rarely,research_&_development,10,4,life_sciences,518,3,Male,49,3,2,manufacturing_director,2.0,single,4197.0,2,Yes,12,3,4,0,18,2.0,2,1,0,0,1.0
43,No,rarely,research_&_development,12,3,life_sciences,520,1,Male,59,2,4,research_director,2.0,divorced,14336.0,1,No,11,3,3,1,25,3.0,3,25,10,3,4.068783068783069
40,No,rarely,research_&_development,2,3,medical,521,2,Female,78,2,2,laboratory_technician,3.0,married,3448.0,6,No,22,4,2,1,20,3.0,3,1,0,0,0.0
54,No,rarely,research_&_development,5,2,medical,522,1,Male,86,3,5,research_director,1.0,married,19406.0,4,No,11,3,3,1,24,4.0,2,4,2,1,2.0
34,No,non_travel,sales,4,4,marketing,523,3,Female,72,3,2,sales_executive,3.0,married,6538.0,9,No,15,3,1,1,6,3.0,3,3,2,1,2.0
31,No,rarely,research_&_development,7,2,medical,524,2,Female,31,3,2,manufacturing_director,1.0,married,4306.0,1,No,12,3,2,1,13,5.0,1,13,10,3,12.0
43,No,frequently,research_&_development,21,3,medical,525,4,Male,61,3,1,laboratory_technician,4.0,married,2258.0,7,No,20,4,1,1,8,1.0,3,3,2,1,2.0
43,No,rarely,research_&_development,8,4,other,526,3,Female,74,3,2,healthcare_representative,3.0,divorced,4522.0,4,Yes,14,3,4,0,8,3.0,3,5,2,0,2.0
36,No,rarely,sales,4,2,life_sciences,527,2,Female,99,2,2,sales_executive,4.0,single,4487.0,1,Yes,11,3,2,0,5,3.0,3,5,4,1,3.0
37,No,non_travel,research_&_development,25,5,medical,529,2,Female,72,3,2,research_scientist,3.0,married,4449.0,3,Yes,15,3,1,2,15,2.0,3,13,11,10,7.0
31,No,rarely,research_&_development,1,2,life_sciences,530,4,Male,98,2,1,laboratory_technician,1.0,married,2218.0,1,No,12,3,3,1,4,3.0,3,4,2,3,2.0
39,No,frequently,research_&_development,1,1,life_sciences,531,2,Male,52,3,5,manager,3.0,Desconocido,19197.0,1,Yes,14,3,3,1,21,3.0,3,21,8,1,6.0
56,No,frequently,sales,6,3,life_sciences,532,3,Female,86,4,4,sales_executive,1.0,married,13212.0,9,No,11,3,4,3,36,0.0,2,7,7,7,4.068783068783069
30,No,rarely,sales,12,3,technical_degree,533,2,Female,83,3,2,sales_executive,3.0,single,6577.0,0,No,11,3,2,0,6,6.0,3,5,4,4,4.0
41,No,rarely,sales,1,3,marketing,534,2,Male,49,4,3,sales_executive,1.0,married,8392.0,1,No,16,3,3,1,10,2.0,3,10,7,0,7.0
28,No,rarely,research_&_development,17,2,medical,536,3,Male,79,3,2,laboratory_technician,1.0,divorced,4558.0,1,No,12,3,4,1,10,2.0,3,10,0,1,8.0
25,Yes,rarely,research_&_development,3,3,medical,538,1,Male,91,3,1,laboratory_technician,1.0,married,4031.0,5,No,13,3,3,1,6,5.0,3,2,2,0,2.0
52,No,rarely,research_&_development,3,3,medical,543,4,Male,39,2,3,manufacturing_director,3.0,Desconocido,7969.0,2,Yes,14,3,3,0,28,4.0,3,5,4,0,4.0
45,No,rarely,research_&_development,10,2,life_sciences,544,1,Male,69,3,1,research_scientist,4.0,married,2654.0,3,No,21,4,4,2,8,3.0,2,2,2,0,2.0
52,No,rarely,research_&_development,4,2,other,546,4,Female,30,3,4,manager,4.0,married,16555.0,2,No,13,3,4,0,31,2.0,1,5,2,1,4.0
42,No,frequently,research_&_development,29,2,life_sciences,547,1,Female,92,3,2,research_scientist,3.0,divorced,4556.0,2,No,11,3,2,1,19,3.0,3,5,4,0,2.0
30,No,rarely,research_&_development,2,3,life_sciences,548,3,Female,43,1,2,manufacturing_director,4.0,single,6091.0,2,No,20,4,3,0,11,2.0,3,5,4,0,2.0
60,No,rarely,research_&_development,7,3,life_sciences,549,1,Female,41,3,5,manager,1.0,married,19566.0,5,No,11,3,4,0,33,5.0,1,29,8,11,10.0
46,No,rarely,research_&_development,18,3,medical,550,3,Female,87,3,2,manufacturing_director,3.0,divorced,4810.0,2,No,14,3,3,1,19,5.0,2,10,7,0,8.0
42,No,frequently,research_&_development,28,4,technical_degree,551,4,Female,88,2,2,healthcare_representative,3.0,married,4523.0,0,No,11,3,4,3,7,4.0,4,6,5,0,4.0
24,Yes,rarely,sales,1,1,technical_degree,554,1,Female,62,3,1,sales_representative,2.0,single,3202.0,1,Yes,16,3,2,0,6,4.0,3,5,3,1,4.0
34,Yes,frequently,sales,6,2,marketing,555,4,Female,33,1,1,sales_representative,3.0,divorced,2351.0,0,No,16,3,4,1,3,3.0,2,2,2,1,4.068783068783069
38,No,frequently,research_&_development,2,2,life_sciences,556,4,Male,42,3,1,laboratory_technician,4.0,married,1702.0,1,Yes,23,4,3,1,1,3.0,3,1,0,0,0.0
40,No,rarely,sales,2,4,life_sciences,558,3,Female,79,3,5,manager,3.0,married,18041.0,0,No,14,3,4,0,21,2.0,3,20,15,1,4.068783068783069
26,No,rarely,research_&_development,23,3,life_sciences,560,1,Female,90,3,1,research_scientist,4.0,divorced,2886.0,1,No,22,4,2,2,3,3.0,1,3,2,0,2.0
30,No,non_travel,research_&_development,3,3,other,562,3,Male,53,3,1,laboratory_technician,4.0,married,2097.0,4,No,15,3,3,1,9,3.0,1,5,3,1,4.0
29,No,rarely,research_&_development,3,4,medical,564,2,Male,93,2,3,research_director,3.0,married,11935.0,1,No,18,3,3,0,10,2.0,3,10,2,0,7.0
29,Yes,rarely,research_&_development,25,5,technical_degree,565,3,Female,71,2,1,research_scientist,2.0,married,2546.0,5,No,16,3,2,0,6,2.0,4,2,2,1,1.0
19,Yes,rarely,human_resources,2,2,technical_degree,566,1,Male,52,2,1,human_resources,4.0,single,2564.0,1,No,12,3,3,0,1,3.0,4,1,0,0,0.0
30,No,non_travel,sales,22,4,other,567,3,Female,69,3,3,sales_executive,1.0,married,8412.0,0,No,11,3,3,0,10,3.0,3,9,8,7,8.0
57,No,rarely,sales,29,3,marketing,568,1,Male,56,2,4,manager,4.0,divorced,14118.0,3,No,12,3,3,1,32,3.0,2,1,0,0,4.068783068783069
50,No,rarely,research_&_development,29,4,life_sciences,569,2,Male,88,2,4,manager,3.0,married,17046.0,0,No,15,3,2,1,28,2.0,3,27,10,15,7.0
30,No,non_travel,research_&_development,2,3,medical,571,3,Female,49,3,1,laboratory_technician,4.0,single,2564.0,0,No,14,3,3,0,12,2.0,2,11,7,6,7.0
60,No,frequently,sales,28,3,other,573,3,Female,80,2,3,sales_executive,1.0,married,10266.0,4,No,19,3,4,0,22,5.0,4,18,13,13,11.0
47,No,rarely,research_&_development,2,2,medical,574,1,Female,65,3,2,manufacturing_director,4.0,divorced,5070.0,5,No,13,3,3,3,20,2.0,3,5,0,0,4.0
46,No,rarely,research_&_development,2,3,life_sciences,575,1,Male,51,3,4,research_director,3.0,married,17861.0,6,No,13,3,3,0,26,2.0,1,3,2,0,1.0
35,No,rarely,research_&_development,22,3,life_sciences,577,4,Male,46,1,1,laboratory_technician,3.0,single,4230.0,0,No,15,3,3,0,6,2.0,3,5,4,4,3.0
54,No,rarely,research_&_development,8,4,life_sciences,578,3,Female,42,3,2,laboratory_technician,3.0,single,3780.0,7,No,11,3,3,0,19,3.0,3,1,0,0,0.0
34,No,rarely,research_&_development,2,4,life_sciences,579,4,Male,62,2,1,research_scientist,3.0,divorced,2768.0,3,No,12,3,3,1,14,3.0,3,7,3,5,7.0
46,No,rarely,sales,10,3,marketing,580,3,Female,94,2,3,sales_executive,4.0,married,9071.0,2,Yes,19,3,3,1,15,3.0,3,3,2,1,2.0
31,No,rarely,research_&_development,9,1,life_sciences,581,3,Male,33,3,3,manufacturing_director,2.0,divorced,10648.0,1,No,25,4,4,1,13,6.0,4,13,8,0,8.0
33,Yes,rarely,research_&_development,15,1,medical,582,2,Male,56,3,3,manager,3.0,married,13610.0,7,Yes,12,3,4,0,15,2.0,4,7,6,7,7.0
33,Yes,rarely,research_&_development,10,1,medical,584,1,Male,38,1,1,laboratory_technician,4.0,divorced,3408.0,7,No,13,3,1,3,8,2.0,3,4,3,1,3.0
30,No,rarely,sales,7,1,marketing,585,4,Male,57,3,1,sales_representative,2.0,single,2983.0,0,No,14,3,1,0,4,3.0,3,3,2,1,2.0
35,No,rarely,research_&_development,16,3,life_sciences,586,4,Male,72,3,3,healthcare_representative,3.0,married,7632.0,4,Yes,12,3,3,0,10,3.0,3,8,7,0,0.0
31,Yes,frequently,research_&_development,20,3,life_sciences,587,1,Male,66,3,3,healthcare_representative,3.0,married,9824.0,3,No,12,3,1,0,12,2.0,3,1,0,0,0.0
34,Yes,frequently,human_resources,23,3,human_resources,590,2,Female,43,3,3,human_resources,1.0,divorced,9950.0,9,Yes,15,3,3,3,11,2.0,3,3,2,0,2.0
42,No,rarely,research_&_development,5,2,other,591,2,Male,97,3,1,laboratory_technician,3.0,married,2093.0,4,No,17,3,4,1,8,4.0,3,2,2,2,0.0
36,No,non_travel,sales,10,4,medical,592,2,Male,32,3,3,sales_executive,4.0,single,9980.0,1,No,14,3,4,0,10,3.0,2,10,3,9,7.0
22,Yes,frequently,research_&_development,4,1,technical_degree,593,3,Male,99,2,1,laboratory_technician,3.0,single,3894.0,5,No,16,3,3,0,4,3.0,3,2,2,1,2.0
48,No,rarely,sales,2,5,marketing,595,2,Female,37,3,2,sales_executive,4.0,married,4051.0,2,No,14,3,1,1,14,3.0,3,9,7,6,7.0
55,No,rarely,sales,18,5,life_sciences,597,1,Female,83,3,4,manager,2.0,single,16835.0,3,No,23,4,4,0,37,2.0,3,10,9,7,7.0
41,No,rarely,sales,10,2,other,599,4,Male,56,3,2,sales_executive,4.0,Desconocido,6230.0,7,No,14,3,4,0,16,3.0,3,14,3,1,10.0
35,No,rarely,sales,1,3,marketing,600,2,Male,85,3,2,sales_executive,3.0,married,4717.0,9,No,11,3,3,0,15,2.0,3,11,9,6,9.0
40,No,rarely,research_&_development,6,3,life_sciences,601,2,Female,75,3,4,manufacturing_director,3.0,single,13237.0,7,No,15,3,3,0,22,3.0,3,20,6,5,13.0
39,No,frequently,research_&_development,8,1,life_sciences,602,3,Female,48,3,1,laboratory_technician,3.0,married,3755.0,1,No,11,3,1,1,8,3.0,3,8,3,0,7.0
31,No,rarely,sales,2,1,life_sciences,604,2,Male,77,3,2,sales_executive,4.0,single,6582.0,4,Yes,13,3,3,0,10,2.0,4,6,5,0,4.068783068783069
42,No,rarely,research_&_development,24,3,medical,605,4,Male,56,3,3,manufacturing_director,1.0,married,7406.0,1,Yes,21,4,4,1,10,5.0,2,10,9,5,8.0
45,No,rarely,sales,2,3,other,606,4,Male,61,3,2,sales_executive,2.0,Desconocido,4805.0,0,No,19,3,2,1,9,3.0,4,8,7,3,7.0
26,Yes,frequently,human_resources,17,4,life_sciences,608,2,Female,58,3,1,human_resources,3.0,divorced,2741.0,0,Yes,11,3,2,1,8,3.0,2,7,7,1,0.0
29,No,rarely,research_&_development,19,3,technical_degree,611,4,Male,34,3,2,manufacturing_director,4.0,divorced,4262.0,4,No,12,3,2,2,8,2.0,4,3,2,1,4.068783068783069
33,No,rarely,research_&_development,1,5,medical,612,1,Female,95,4,4,research_director,3.0,divorced,16184.0,4,No,19,3,3,1,10,2.0,3,6,1,0,5.0
31,No,rarely,sales,7,3,life_sciences,613,3,Male,44,2,3,manager,4.0,divorced,11557.0,9,No,21,4,3,1,10,3.0,2,5,4,0,1.0
18,Yes,frequently,sales,5,3,marketing,614,2,Male,69,3,1,sales_representative,2.0,single,1878.0,1,Yes,14,3,4,0,0,3.0,3,0,0,0,0.0
40,No,non_travel,sales,28,3,other,615,3,Male,58,1,3,sales_executive,1.0,divorced,10932.0,3,No,15,3,3,1,20,2.0,3,1,0,0,1.0
41,No,non_travel,research_&_development,2,4,other,616,1,Female,62,2,2,healthcare_representative,3.0,Desconocido,6811.0,2,Yes,17,3,1,0,10,3.0,3,8,7,0,4.068783068783069
26,No,rarely,sales,29,2,medical,618,1,Male,45,3,2,sales_executive,3.0,divorced,4306.0,5,No,12,3,1,2,8,5.0,3,0,0,0,0.0
35,No,rarely,sales,1,3,medical,620,1,Female,80,3,2,sales_executive,3.0,single,4859.0,1,No,16,3,4,0,5,3.0,3,5,4,0,3.0
34,No,rarely,sales,21,4,life_sciences,621,4,Male,74,4,2,sales_executive,4.0,single,5337.0,1,No,12,3,4,0,10,3.0,3,10,7,5,7.0
26,Yes,rarely,research_&_development,24,3,technical_degree,622,3,Male,66,1,1,laboratory_technician,4.0,single,2340.0,1,Yes,18,3,2,0,1,3.0,1,1,0,0,0.0
37,No,rarely,research_&_development,1,3,technical_degree,623,2,Female,59,3,3,manufacturing_director,4.0,single,7491.0,4,No,17,3,4,0,12,3.0,4,6,5,1,2.0
46,No,frequently,research_&_development,18,1,medical,624,1,Female,86,3,3,healthcare_representative,3.0,married,10527.0,5,No,11,3,4,0,28,3.0,2,2,2,1,2.0
41,No,rarely,sales,2,5,life_sciences,625,2,Female,91,3,4,manager,1.0,married,16595.0,7,No,16,3,2,1,22,2.0,3,18,16,11,8.0
37,No,non_travel,sales,9,4,medical,626,1,Male,69,3,3,sales_executive,2.0,divorced,8834.0,1,No,13,3,4,1,9,6.0,3,9,5,7,7.0
52,No,rarely,research_&_development,6,2,technical_degree,630,4,Male,78,3,2,research_scientist,1.0,divorced,5577.0,3,Yes,12,3,2,2,18,3.0,3,10,9,6,9.0
32,Yes,non_travel,research_&_development,11,4,other,631,4,Male,60,4,2,sales_executive,3.0,married,4707.0,8,No,12,3,4,0,6,2.0,3,4,2,1,2.0
24,No,frequently,sales,24,3,medical,632,4,Male,38,3,1,sales_representative,4.0,married,2400.0,0,No,13,3,3,2,3,3.0,3,2,2,2,1.0
38,No,rarely,research_&_development,10,3,medical,634,3,Female,76,3,2,healthcare_representative,3.0,married,9824.0,3,No,19,3,3,1,18,4.0,3,1,0,0,0.0
37,No,rarely,research_&_development,1,4,life_sciences,635,2,Female,65,3,2,manufacturing_director,2.0,married,6447.0,6,No,12,3,2,1,8,2.0,2,6,5,4,3.0
49,No,rarely,research_&_development,18,4,life_sciences,638,4,Male,58,2,5,research_director,3.0,divorced,19502.0,1,Yes,17,3,3,1,31,5.0,3,31,9,0,9.0
24,No,rarely,research_&_development,23,3,medical,639,2,Male,89,4,1,research_scientist,4.0,married,2725.0,1,Yes,11,3,2,2,6,3.0,3,6,5,1,4.0
26,No,rarely,sales,28,2,marketing,641,1,Male,66,3,2,sales_executive,2.0,married,6272.0,1,No,20,4,4,2,6,5.0,4,5,3,1,4.0
36,No,rarely,research_&_development,17,2,other,643,4,Male,94,2,1,laboratory_technician,2.0,married,2127.0,1,No,21,4,4,1,1,3.0,3,1,0,0,0.0
50,No,frequently,human_resources,3,3,medical,644,1,Male,99,3,5,manager,2.0,married,18200.0,1,No,11,3,3,1,32,3.0,3,32,5,10,7.0
25,No,rarely,sales,13,1,medical,645,2,Male,40,3,1,sales_representative,3.0,married,2096.0,1,No,11,3,3,0,7,1.0,3,7,4,0,6.0
24,Yes,frequently,research_&_development,7,3,life_sciences,647,1,Female,55,3,1,laboratory_technician,3.0,married,2886.0,1,Yes,16,3,4,1,6,4.0,3,6,3,1,2.0
30,Yes,frequently,sales,12,4,life_sciences,648,2,Male,74,2,1,sales_representative,1.0,married,2033.0,1,No,18,3,3,1,1,2.0,4,1,0,0,0.0
34,No,rarely,research_&_development,1,2,life_sciences,649,2,Male,83,2,1,research_scientist,4.0,married,3622.0,1,Yes,13,3,4,1,6,3.0,3,6,5,1,3.0
31,Yes,rarely,sales,13,4,medical,650,2,Male,46,3,2,sales_executive,1.0,divorced,4233.0,2,No,17,3,3,0,9,2.0,1,3,1,1,2.0
35,No,rarely,research_&_development,25,2,other,652,1,Male,54,2,2,laboratory_technician,4.0,single,3681.0,4,No,14,3,4,0,9,3.0,3,3,2,0,2.0
31,No,rarely,sales,6,4,medical,653,1,Male,66,4,2,sales_executive,4.0,divorced,5460.0,4,No,22,4,4,2,13,4.0,4,7,7,5,7.0
27,No,rarely,research_&_development,6,4,medical,655,1,Female,66,2,1,research_scientist,3.0,divorced,2187.0,0,No,12,3,3,2,6,5.0,2,5,3,0,4.068783068783069
37,No,rarely,sales,2,3,marketing,656,4,Male,75,3,2,sales_executive,3.0,married,9602.0,4,Yes,11,3,3,1,17,3.0,2,3,0,1,0.0
